disability,limitation,accommodation
Human Immunodeficiency Virus (HIV),Light,UV Protection Shelters
Human Immunodeficiency Virus (HIV),Light,Vehicle Window Tinting and Shades
Human Immunodeficiency Virus (HIV),Stress,Apps for Anxiety and Stress
Human Immunodeficiency Virus (HIV),Stress,Behavior Modification Techniques
Human Immunodeficiency Virus (HIV),Stress,Counseling/Therapy
Human Immunodeficiency Virus (HIV),Stress,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Human Immunodeficiency Virus (HIV),Stress,Flexible Schedule
Human Immunodeficiency Virus (HIV),Stress,Job Coaches
Human Immunodeficiency Virus (HIV),Stress,Job Restructuring
Human Immunodeficiency Virus (HIV),Stress,Marginal Functions
Human Immunodeficiency Virus (HIV),Stress,Modified Break Schedule
Human Immunodeficiency Virus (HIV),Stress,Monitor Mirrors
Human Immunodeficiency Virus (HIV),Stress,Odor Control
Human Immunodeficiency Virus (HIV),Stress,On-site Mentoring
Human Immunodeficiency Virus (HIV),Stress,Service Animal
Human Immunodeficiency Virus (HIV),Stress,Simulated Skylights and Windows
Human Immunodeficiency Virus (HIV),Stress,Strobe Lights
Human Immunodeficiency Virus (HIV),Stress,Supervisory Methods
Human Immunodeficiency Virus (HIV),Stress,Support Animal
Human Immunodeficiency Virus (HIV),Stress,Support Person
Human Immunodeficiency Virus (HIV),Stress,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Stress,Uninterrupted Work Time
Human Immunodeficiency Virus (HIV),Temperature,Air Deflectors
Human Immunodeficiency Virus (HIV),Temperature,Cold Resistant Gloves
Human Immunodeficiency Virus (HIV),Temperature,Cooling Clothing
Human Immunodeficiency Virus (HIV),Temperature,Fans
Human Immunodeficiency Virus (HIV),Temperature,Flexible Schedule
Human Immunodeficiency Virus (HIV),Temperature,Foot Warmers
Human Immunodeficiency Virus (HIV),Temperature,Heat Resistant Gloves
Human Immunodeficiency Virus (HIV),Temperature,Heated Clothing
Human Immunodeficiency Virus (HIV),Temperature,Heated Ergonomic and Computer Products
Human Immunodeficiency Virus (HIV),Temperature,Heated Gloves
Human Immunodeficiency Virus (HIV),Temperature,Modified Break Schedule
Human Immunodeficiency Virus (HIV),Temperature,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Temperature,Vent Covers
Human Immunodeficiency Virus (HIV),Temperature,Workstation Space Heaters
Huntington's Disease,Attentiveness/Concentration,Alerting Devices
Huntington's Disease,Attentiveness/Concentration,Alternative Lighting
Huntington's Disease,Attentiveness/Concentration,Applications (apps)
Huntington's Disease,Attentiveness/Concentration,Apps for Memory
Huntington's Disease,Attentiveness/Concentration,Behavior Modification Techniques
Huntington's Disease,Attentiveness/Concentration,Calendars and Planners
Huntington's Disease,Attentiveness/Concentration,"Cubicle Doors, Shields, and Shades"
Huntington's Disease,Attentiveness/Concentration,Electronic Organizers
Huntington's Disease,Attentiveness/Concentration,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Huntington's Disease,Attentiveness/Concentration,Flexible Schedule
Huntington's Disease,Attentiveness/Concentration,Full Spectrum or Natural Lighting Products
Huntington's Disease,Attentiveness/Concentration,Job Coaches
Huntington's Disease,Attentiveness/Concentration,Job Restructuring
Huntington's Disease,Attentiveness/Concentration,Marginal Functions
Huntington's Disease,Attentiveness/Concentration,Modified Break Schedule
Huntington's Disease,Attentiveness/Concentration,Noise Canceling Headsets
Huntington's Disease,Attentiveness/Concentration,Personal On-Site Paging Devices
Huntington's Disease,Attentiveness/Concentration,Professional Organizers
Huntington's Disease,Attentiveness/Concentration,Sound Absorption and Sound Proof Panels
Huntington's Disease,Attentiveness/Concentration,Task Separation
Huntington's Disease,Attentiveness/Concentration,"Telework, Work from Home, Working Remotely"
Huntington's Disease,Attentiveness/Concentration,Timers and Watches
Huntington's Disease,Attentiveness/Concentration,"Uninterrupted ""Off"" Work Time"
Huntington's Disease,Attentiveness/Concentration,Verbal Cues
Huntington's Disease,Attentiveness/Concentration,Visual Schedulers
Huntington's Disease,Attentiveness/Concentration,Worksite Redesign / Modified Workspace
Huntington's Disease,Attentiveness/Concentration,Written Instructions
Huntington's Disease,Decreased Stamina/Fatigue,Accessories for Scooters
Huntington's Disease,Decreased Stamina/Fatigue,Aide/Assistant/Attendant
Huntington's Disease,Decreased Stamina/Fatigue,All-Terrain Scooters
Huntington's Disease,Decreased Stamina/Fatigue,Anti-fatigue Matting
Huntington's Disease,Decreased Stamina/Fatigue,Elevating Wheelchairs
Huntington's Disease,Decreased Stamina/Fatigue,Ergonomic and Pneumatic Tools
Huntington's Disease,Decreased Stamina/Fatigue,Ergonomic Assessments
Huntington's Disease,Decreased Stamina/Fatigue,Ergonomic Equipment
Huntington's Disease,Decreased Stamina/Fatigue,Examination and Procedures Chair
Huntington's Disease,Decreased Stamina/Fatigue,Flexible Schedule
Huntington's Disease,Decreased Stamina/Fatigue,Head Support for Wheelchairs
Huntington's Disease,Decreased Stamina/Fatigue,Job Restructuring
Huntington's Disease,Decreased Stamina/Fatigue,Low Task Chair
Huntington's Disease,Decreased Stamina/Fatigue,Mechanic's Seats and Creepers
Huntington's Disease,Decreased Stamina/Fatigue,Multi-Purpose Carts
Huntington's Disease,Decreased Stamina/Fatigue,Periodic Rest Breaks
Huntington's Disease,Decreased Stamina/Fatigue,Scooters
Huntington's Disease,Decreased Stamina/Fatigue,Stand-lean Stools
Huntington's Disease,Decreased Stamina/Fatigue,Stools for Cutting Hair
Huntington's Disease,Decreased Stamina/Fatigue,"Telework, Work from Home, Working Remotely"
Huntington's Disease,Decreased Stamina/Fatigue,Walkers
Huntington's Disease,Decreased Stamina/Fatigue,Wearable Anti-fatigue Matting
Huntington's Disease,Decreased Stamina/Fatigue,Wheelchair Accessible Scales
Huntington's Disease,Decreased Stamina/Fatigue,Wheelchair Mounts
Huntington's Disease,Decreased Stamina/Fatigue,Wheelchairs
Huntington's Disease,Decreased Stamina/Fatigue,Worksite Redesign / Modified Workspace
Huntington's Disease,Handling/Fingering,Anti-vibration Gloves
Huntington's Disease,Handling/Fingering,Anti-vibration Tool Wraps
Huntington's Disease,Handling/Fingering,Compact Material Handling
Huntington's Disease,Handling/Fingering,Ergonomic and Pneumatic Tools
Huntington's Disease,Handling/Fingering,Ergonomic Equipment
Huntington's Disease,Handling/Fingering,Extra Grip Gloves
Huntington's Disease,Handling/Fingering,Grip Aids
Huntington's Disease,Handling/Fingering,Vacuum Pickup Tools
Huntington's Disease,Handling/Fingering,Alternative Input Devices
Huntington's Disease,Handling/Fingering,Alternative Keyboards
Huntington's Disease,Handling/Fingering,Alternative Mice
Huntington's Disease,Handling/Fingering,Articulating Keyboard Trays
Huntington's Disease,Handling/Fingering,Book Holders
Huntington's Disease,Handling/Fingering,Expanded Keyboards
Huntington's Disease,Handling/Fingering,Forearm Support
Huntington's Disease,Handling/Fingering,Keyguards
Huntington's Disease,Handling/Fingering,Miniature Keyboards
Huntington's Disease,Handling/Fingering,On-Screen Keyboards
Huntington's Disease,Handling/Fingering,One-Handed Keyboards
Huntington's Disease,Handling/Fingering,Page Turners
Huntington's Disease,Handling/Fingering,Scribe/Notetaker
Huntington's Disease,Handling/Fingering,Speech Recognition Software
Huntington's Disease,Handling/Fingering,Typing / Keyboarding Aids
Huntington's Disease,Handling/Fingering,Writing Aids
Huntington's Disease,Handling/Fingering,Aide/Assistant/Attendant
Huntington's Disease,Handling/Fingering,Money Handling Products
Huntington's Disease,Handling/Fingering,Periodic Rest Breaks
Huntington's Disease,Memory Loss,Additional Training Time / Training Refreshers
Huntington's Disease,Memory Loss,Apps for Memory
Huntington's Disease,Memory Loss,Calendars and Planners
Huntington's Disease,Memory Loss,Electronic Organizers
Huntington's Disease,Memory Loss,Job Coaches
Huntington's Disease,Memory Loss,Professional Organizers
Huntington's Disease,Memory Loss,"Recorded Directives, Messages, Materials"
Huntington's Disease,Memory Loss,Reminders
Huntington's Disease,Memory Loss,Social Skill Builders
Huntington's Disease,Memory Loss,Support Person
Huntington's Disease,Memory Loss,Verbal Cues
Huntington's Disease,Memory Loss,Visual Schedulers
Huntington's Disease,Memory Loss,Written Instructions
Huntington's Disease,Organizing/Planning/Prioritizing,Applications (apps)
Huntington's Disease,Organizing/Planning/Prioritizing,Apps for Organization/ Time Management
Huntington's Disease,Organizing/Planning/Prioritizing,Calendars and Planners
Huntington's Disease,Organizing/Planning/Prioritizing,"Color-coded Manuals, Outlines, and Maps"
Huntington's Disease,Organizing/Planning/Prioritizing,Electronic Organizers
Huntington's Disease,Organizing/Planning/Prioritizing,Ergonomic Equipment
Huntington's Disease,Organizing/Planning/Prioritizing,Job Coaches
Huntington's Disease,Organizing/Planning/Prioritizing,Job Restructuring
Huntington's Disease,Organizing/Planning/Prioritizing,On-site Mentoring
Huntington's Disease,Organizing/Planning/Prioritizing,Organization Software
Huntington's Disease,Organizing/Planning/Prioritizing,Personal On-Site Paging Devices
Huntington's Disease,Organizing/Planning/Prioritizing,Professional Organizers
Huntington's Disease,Organizing/Planning/Prioritizing,Reminders
Huntington's Disease,Organizing/Planning/Prioritizing,Supervisory Methods
Huntington's Disease,Organizing/Planning/Prioritizing,Task Identification
Huntington's Disease,Organizing/Planning/Prioritizing,Task Separation
Huntington's Disease,Organizing/Planning/Prioritizing,Timers and Watches
Huntington's Disease,Organizing/Planning/Prioritizing,Visual Schedulers
Huntington's Disease,Organizing/Planning/Prioritizing,Written Instructions
Huntington's Disease,Stress Intolerance,Apps for Anxiety and Stress
Huntington's Disease,Stress Intolerance,Behavior Modification Techniques
Huntington's Disease,Stress Intolerance,Counseling/Therapy
Huntington's Disease,Stress Intolerance,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Huntington's Disease,Stress Intolerance,Flexible Schedule
Huntington's Disease,Stress Intolerance,Job Restructuring
Huntington's Disease,Stress Intolerance,Marginal Functions
Huntington's Disease,Stress Intolerance,Modified Break Schedule
Huntington's Disease,Stress Intolerance,Supervisory Methods
Huntington's Disease,Stress Intolerance,Support Animal
Huntington's Disease,Stress Intolerance,Support Person
Huntington's Disease,Communicate,Accessible Telephones
Huntington's Disease,Communicate,Additional Training Time / Training Refreshers
Huntington's Disease,Communicate,Aide/Assistant/Attendant
Huntington's Disease,Communicate,Apps for Individuals Who are Deaf or Hard of Hearing
Huntington's Disease,Communicate,Assistive Listening Devices (personal)
Huntington's Disease,Communicate,Assistive Listening Devices and Sound Field System
Huntington's Disease,Communicate,Augmentative and Alternative Communication (AAC) Device
Huntington's Disease,Communicate,Behavior Modification Techniques
Huntington's Disease,Communicate,Bluetooth Products
Huntington's Disease,Communicate,Bone Conduction Technology
Huntington's Disease,Communicate,Braille Telephones
Huntington's Disease,Communicate,Braille TTY
Huntington's Disease,Communicate,Captioned Telephone Calls
Huntington's Disease,Communicate,CART Services
Huntington's Disease,Communicate,CART Services - Remote
Huntington's Disease,Communicate,Cellular Telephone Technology: Deaf & Hard of Hearing
Huntington's Disease,Communicate,Communication Access Technologies
Huntington's Disease,Communicate,Electronic Organizers
Huntington's Disease,Communicate,Graphics Design Software
Huntington's Disease,Communicate,Handheld Computers (General)
Huntington's Disease,Communicate,Hands-free Telephones
Huntington's Disease,Communicate,"Headsets - Computer (USB, VOIP etc.)"
Huntington's Disease,Communicate,"Headsets - Hearing Aid Compatible, Amplification"
Huntington's Disease,Communicate,Hearing Carry Over (HCO) TTYs
Huntington's Disease,Communicate,Interpreter
Huntington's Disease,Communicate,Job Coaches
Huntington's Disease,Communicate,Large Visual Display for TTY
Huntington's Disease,Communicate,Literacy Skills Development
Huntington's Disease,Communicate,Neckloops
Huntington's Disease,Communicate,On-site Mentoring
Huntington's Disease,Communicate,Outgoing Voice Amplification - Telephone
Huntington's Disease,Communicate,Paging Products & Services
Huntington's Disease,Communicate,Personal On-Site Paging Devices
Huntington's Disease,Communicate,Professional Organizers
Huntington's Disease,Communicate,Real-time and Off-line Captioning Services
Huntington's Disease,Communicate,Scribe/Notetaker
Huntington's Disease,Communicate,Service Animal
Huntington's Disease,Communicate,Social Skill Builders
Huntington's Disease,Communicate,Speech Recognition Software
Huntington's Disease,Communicate,Talking Telephones
Huntington's Disease,Communicate,Telecoil Compatible Headsets
Huntington's Disease,Communicate,Telephone Amplification
Huntington's Disease,Communicate,Telephone Flasher
Huntington's Disease,Communicate,Test Tube Holders
Huntington's Disease,Communicate,TTY Software
Huntington's Disease,Communicate,TTYs (Text Telephones)
Huntington's Disease,Communicate,Verbal Responses
Huntington's Disease,Communicate,Video Relay Services (VRS)
Huntington's Disease,Communicate,Video Remote Interpreting Services (VRI)
Huntington's Disease,Communicate,Voice Amplification
Huntington's Disease,Communicate,Voice-Carry-Over (VCO) Telephones
Huntington's Disease,Communicate,Word Prediction/Completion and Macro Software
Huntington's Disease,Communicate,Word Processing Software
Huntington's Disease,Communicate,Writing/Editing Software
Huntington's Disease,Stress,Apps for Anxiety and Stress
Huntington's Disease,Stress,Behavior Modification Techniques
Huntington's Disease,Stress,Counseling/Therapy
Huntington's Disease,Stress,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Huntington's Disease,Stress,Flexible Schedule
Huntington's Disease,Stress,Job Coaches
Huntington's Disease,Stress,Job Restructuring
Huntington's Disease,Stress,Marginal Functions
Huntington's Disease,Stress,Modified Break Schedule
Huntington's Disease,Stress,Monitor Mirrors
Huntington's Disease,Stress,Odor Control
Huntington's Disease,Stress,On-site Mentoring
Huntington's Disease,Stress,Service Animal
Huntington's Disease,Stress,Simulated Skylights and Windows
Huntington's Disease,Stress,Strobe Lights
Huntington's Disease,Stress,Supervisory Methods
Huntington's Disease,Stress,Support Animal
Huntington's Disease,Stress,Support Person
Huntington's Disease,Stress,"Telework, Work from Home, Working Remotely"
Huntington's Disease,Stress,Uninterrupted Work Time
Huntington's Disease,Use Cognitive Function,Additional Training Time / Training Refreshers
Huntington's Disease,Use Cognitive Function,Aide/Assistant/Attendant
Huntington's Disease,Use Cognitive Function,Color Coded System
Huntington's Disease,Use Cognitive Function,Counting/Measuring Aids
Huntington's Disease,Use Cognitive Function,Electronic Dictionaries
Huntington's Disease,Use Cognitive Function,Electronic Organizers
Huntington's Disease,Use Cognitive Function,Extra Time
Huntington's Disease,Use Cognitive Function,"Fractional, Decimal, Statistical, or Scientific Calculators"
Huntington's Disease,Use Cognitive Function,Job Coaches
Huntington's Disease,Use Cognitive Function,Line Guides
Huntington's Disease,Use Cognitive Function,Marginal Functions
Huntington's Disease,Use Cognitive Function,Modified Break Schedule
Huntington's Disease,Use Cognitive Function,On-site Mentoring
Huntington's Disease,Use Cognitive Function,Personal On-Site Paging Devices
Huntington's Disease,Use Cognitive Function,Professional Organizers
Huntington's Disease,Use Cognitive Function,Reassignment
Huntington's Disease,Use Cognitive Function,Reminders
